Value,MODLAND,VI Usefulness,Aerosol Quantity,Adjacent cloud detected,Atmosphere BRDF Correction,Mixed Clouds,Land/Water Mask,Possible snow/ice,Possible shadow
2057,"VI produced, but check other QA",Decreasing quality (0010),Climatology,No,No,No,Land (Nothing else but land),No,No
2058,"Pixel produced, but most probably cloudy",Decreasing quality (0010),Climatology,No,No,No,Land (Nothing else but land),No,No
2061,"VI produced, but check other QA",Decreasing quality (0011),Climatology,No,No,No,Land (Nothing else but land),No,No
2062,"Pixel produced, but most probably cloudy",Decreasing quality (0011),Climatology,No,No,No,Land (Nothing else but land),No,No
2065,"VI produced, but check other QA",Decreasing quality (0100),Climatology,No,No,No,Land (Nothing else but land),No,No
2066,"Pixel produced, but most probably cloudy",Decreasing quality (0100),Climatology,No,No,No,Land (Nothing else but land),No,No
2111,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Climatology,No,No,No,Land (Nothing else but land),No,No
2112,"VI produced, good quality",Highest quality,Low,No,No,No,Land (Nothing else but land),No,No
2114,"Pixel produced, but most probably cloudy",Highest quality,Low,No,No,No,Land (Nothing else but land),No,No
2116,"VI produced, good quality",Lower quality,Low,No,No,No,Land (Nothing else but land),No,No
2118,"Pixel produced, but most probably cloudy",Lower quality,Low,No,No,No,Land (Nothing else but land),No,No
2120,"VI produced, good quality",Decreasing quality (0010),Low,No,No,No,Land (Nothing else but land),No,No
2122,"Pixel produced, but most probably cloudy",Decreasing quality (0010),Low,No,No,No,Land (Nothing else but land),No,No
2175,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Low,No,No,No,Land (Nothing else but land),No,No
2181,"VI produced, but check other QA",Lower quality,Average,No,No,No,Land (Nothing else but land),No,No
2182,"Pixel produced, but most probably cloudy",Lower quality,Average,No,No,No,Land (Nothing else but land),No,No
2185,"VI produced, but check other QA",Decreasing quality (0010),Average,No,No,No,Land (Nothing else but land),No,No
2186,"Pixel produced, but most probably cloudy",Decreasing quality (0010),Average,No,No,No,Land (Nothing else but land),No,No
2189,"VI produced, but check other QA",Decreasing quality (0011),Average,No,No,No,Land (Nothing else but land),No,No
2190,"Pixel produced, but most probably cloudy",Decreasing quality (0011),Average,No,No,No,Land (Nothing else but land),No,No
2239,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Average,No,No,No,Land (Nothing else but land),No,No
2253,"VI produced, but check other QA",Decreasing quality (0011),High,No,No,No,Land (Nothing else but land),No,No
2254,"Pixel produced, but most probably cloudy",Decreasing quality (0011),High,No,No,No,Land (Nothing else but land),No,No
2257,"VI produced, but check other QA",Decreasing quality (0100),High,No,No,No,Land (Nothing else but land),No,No
2258,"Pixel produced, but most probably cloudy",Decreasing quality (0100),High,No,No,No,Land (Nothing else but land),No,No
2261,"VI produced, but check other QA",Decreasing quality (0101),High,No,No,No,Land (Nothing else but land),No,No
2262,"Pixel produced, but most probably cloudy",Decreasing quality (0101),High,No,No,No,Land (Nothing else but land),No,No
2303,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,High,No,No,No,Land (Nothing else but land),No,No
2317,"VI produced, but check other QA",Decreasing quality (0011),Climatology,Yes,No,No,Land (Nothing else but land),No,No
2318,"Pixel produced, but most probably cloudy",Decreasing quality (0011),Climatology,Yes,No,No,Land (Nothing else but land),No,No
2321,"VI produced, but check other QA",Decreasing quality (0100),Climatology,Yes,No,No,Land (Nothing else but land),No,No
2322,"Pixel produced, but most probably cloudy",Decreasing quality (0100),Climatology,Yes,No,No,Land (Nothing else but land),No,No
2325,"VI produced, but check other QA",Decreasing quality (0101),Climatology,Yes,No,No,Land (Nothing else but land),No,No
2326,"Pixel produced, but most probably cloudy",Decreasing quality (0101),Climatology,Yes,No,No,Land (Nothing else but land),No,No
2367,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Climatology,Yes,No,No,Land (Nothing else but land),No,No
2372,"VI produced, good quality",Lower quality,Low,Yes,No,No,Land (Nothing else but land),No,No
2374,"Pixel produced, but most probably cloudy",Lower quality,Low,Yes,No,No,Land (Nothing else but land),No,No
2376,"VI produced, good quality",Decreasing quality (0010),Low,Yes,No,No,Land (Nothing else but land),No,No
2378,"Pixel produced, but most probably cloudy",Decreasing quality (0010),Low,Yes,No,No,Land (Nothing else but land),No,No
2380,"VI produced, good quality",Decreasing quality (0011),Low,Yes,No,No,Land (Nothing else but land),No,No
2382,"Pixel produced, but most probably cloudy",Decreasing quality (0011),Low,Yes,No,No,Land (Nothing else but land),No,No
2441,"VI produced, but check other QA",Decreasing quality (0010),Average,Yes,No,No,Land (Nothing else but land),No,No
2442,"Pixel produced, but most probably cloudy",Decreasing quality (0010),Average,Yes,No,No,Land (Nothing else but land),No,No
2445,"VI produced, but check other QA",Decreasing quality (0011),Average,Yes,No,No,Land (Nothing else but land),No,No
2446,"Pixel produced, but most probably cloudy",Decreasing quality (0011),Average,Yes,No,No,Land (Nothing else but land),No,No
2449,"VI produced, but check other QA",Decreasing quality (0100),Average,Yes,No,No,Land (Nothing else but land),No,No
2450,"Pixel produced, but most probably cloudy",Decreasing quality (0100),Average,Yes,No,No,Land (Nothing else but land),No,No
2495,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Average,Yes,No,No,Land (Nothing else but land),No,No
2513,"VI produced, but check other QA",Decreasing quality (0100),High,Yes,No,No,Land (Nothing else but land),No,No
2514,"Pixel produced, but most probably cloudy",Decreasing quality (0100),High,Yes,No,No,Land (Nothing else but land),No,No
2517,"VI produced, but check other QA",Decreasing quality (0101),High,Yes,No,No,Land (Nothing else but land),No,No
2518,"Pixel produced, but most probably cloudy",Decreasing quality (0101),High,Yes,No,No,Land (Nothing else but land),No,No
2521,"VI produced, but check other QA",Decreasing quality (0110),High,Yes,No,No,Land (Nothing else but land),No,No
2522,"Pixel produced, but most probably cloudy",Decreasing quality (0110),High,Yes,No,No,Land (Nothing else but land),No,No
2559,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,High,Yes,No,No,Land (Nothing else but land),No,No
3094,"Pixel produced, but most probably cloudy",Decreasing quality (0101),Climatology,No,No,Yes,Land (Nothing else but land),No,No
3098,"Pixel produced, but most probably cloudy",Decreasing quality (0110),Climatology,No,No,Yes,Land (Nothing else but land),No,No
3102,"Pixel produced, but most probably cloudy",Decreasing quality (0111),Climatology,No,No,Yes,Land (Nothing else but land),No,No
3135,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Climatology,No,No,Yes,Land (Nothing else but land),No,No
3150,"Pixel produced, but most probably cloudy",Decreasing quality (0011),Low,No,No,Yes,Land (Nothing else but land),No,No
3154,"Pixel produced, but most probably cloudy",Decreasing quality (0100),Low,No,No,Yes,Land (Nothing else but land),No,No
3158,"Pixel produced, but most probably cloudy",Decreasing quality (0101),Low,No,No,Yes,Land (Nothing else but land),No,No
3199,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Low,No,No,Yes,Land (Nothing else but land),No,No
3218,"Pixel produced, but most probably cloudy",Decreasing quality (0100),Average,No,No,Yes,Land (Nothing else but land),No,No
3222,"Pixel produced, but most probably cloudy",Decreasing quality (0101),Average,No,No,Yes,Land (Nothing else but land),No,No
3226,"Pixel produced, but most probably cloudy",Decreasing quality (0110),Average,No,No,Yes,Land (Nothing else but land),No,No
3263,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Average,No,No,Yes,Land (Nothing else but land),No,No
3290,"Pixel produced, but most probably cloudy",Decreasing quality (0110),High,No,No,Yes,Land (Nothing else but land),No,No
3294,"Pixel produced, but most probably cloudy",Decreasing quality (0111),High,No,No,Yes,Land (Nothing else but land),No,No
3298,"Pixel produced, but most probably cloudy",Decreasing quality (1000),High,No,No,Yes,Land (Nothing else but land),No,No
3354,"Pixel produced, but most probably cloudy",Decreasing quality (0110),Climatology,Yes,No,Yes,Land (Nothing else but land),No,No
3358,"Pixel produced, but most probably cloudy",Decreasing quality (0111),Climatology,Yes,No,Yes,Land (Nothing else but land),No,No
3362,"Pixel produced, but most probably cloudy",Decreasing quality (1000),Climatology,Yes,No,Yes,Land (Nothing else but land),No,No
3391,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Climatology,Yes,No,Yes,Land (Nothing else but land),No,No
3410,"Pixel produced, but most probably cloudy",Decreasing quality (0100),Low,Yes,No,Yes,Land (Nothing else but land),No,No
3414,"Pixel produced, but most probably cloudy",Decreasing quality (0101),Low,Yes,No,Yes,Land (Nothing else but land),No,No
3418,"Pixel produced, but most probably cloudy",Decreasing quality (0110),Low,Yes,No,Yes,Land (Nothing else but land),No,No
3455,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Low,Yes,No,Yes,Land (Nothing else but land),No,No
3478,"Pixel produced, but most probably cloudy",Decreasing quality (0101),Average,Yes,No,Yes,Land (Nothing else but land),No,No
3482,"Pixel produced, but most probably cloudy",Decreasing quality (0110),Average,Yes,No,Yes,Land (Nothing else but land),No,No
3486,"Pixel produced, but most probably cloudy",Decreasing quality (0111),Average,Yes,No,Yes,Land (Nothing else but land),No,No
3519,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Average,Yes,No,Yes,Land (Nothing else but land),No,No
3550,"Pixel produced, but most probably cloudy",Decreasing quality (0111),High,Yes,No,Yes,Land (Nothing else but land),No,No
3554,"Pixel produced, but most probably cloudy",Decreasing quality (1000),High,Yes,No,Yes,Land (Nothing else but land),No,No
3558,"Pixel produced, but most probably cloudy",Decreasing quality (1001),High,Yes,No,Yes,Land (Nothing else but land),No,No
3583,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,High,Yes,No,Yes,Land (Nothing else but land),No,No
4105,"VI produced, but check other QA",Decreasing quality (0010),Climatology,No,No,No,Ocean coastlines and lake shorelines,No,No
4106,"Pixel produced, but most probably cloudy",Decreasing quality (0010),Climatology,No,No,No,Ocean coastlines and lake shorelines,No,No
4109,"VI produced, but check other QA",Decreasing quality (0011),Climatology,No,No,No,Ocean coastlines and lake shorelines,No,No
4110,"Pixel produced, but most probably cloudy",Decreasing quality (0011),Climatology,No,No,No,Ocean coastlines and lake shorelines,No,No
4113,"VI produced, but check other QA",Decreasing quality (0100),Climatology,No,No,No,Ocean coastlines and lake shorelines,No,No
4114,"Pixel produced, but most probably cloudy",Decreasing quality (0100),Climatology,No,No,No,Ocean coastlines and lake shorelines,No,No
4159,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Climatology,No,No,No,Ocean coastlines and lake shorelines,No,No
4160,"VI produced, good quality",Highest quality,Low,No,No,No,Ocean coastlines and lake shorelines,No,No
4162,"Pixel produced, but most probably cloudy",Highest quality,Low,No,No,No,Ocean coastlines and lake shorelines,No,No
4164,"VI produced, good quality",Lower quality,Low,No,No,No,Ocean coastlines and lake shorelines,No,No
4166,"Pixel produced, but most probably cloudy",Lower quality,Low,No,No,No,Ocean coastlines and lake shorelines,No,No
4168,"VI produced, good quality",Decreasing quality (0010),Low,No,No,No,Ocean coastlines and lake shorelines,No,No
4170,"Pixel produced, but most probably cloudy",Decreasing quality (0010),Low,No,No,No,Ocean coastlines and lake shorelines,No,No
4223,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Low,No,No,No,Ocean coastlines and lake shorelines,No,No
4229,"VI produced, but check other QA",Lower quality,Average,No,No,No,Ocean coastlines and lake shorelines,No,No
4230,"Pixel produced, but most probably cloudy",Lower quality,Average,No,No,No,Ocean coastlines and lake shorelines,No,No
4233,"VI produced, but check other QA",Decreasing quality (0010),Average,No,No,No,Ocean coastlines and lake shorelines,No,No
4234,"Pixel produced, but most probably cloudy",Decreasing quality (0010),Average,No,No,No,Ocean coastlines and lake shorelines,No,No
4237,"VI produced, but check other QA",Decreasing quality (0011),Average,No,No,No,Ocean coastlines and lake shorelines,No,No
4238,"Pixel produced, but most probably cloudy",Decreasing quality (0011),Average,No,No,No,Ocean coastlines and lake shorelines,No,No
4287,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Average,No,No,No,Ocean coastlines and lake shorelines,No,No
4301,"VI produced, but check other QA",Decreasing quality (0011),High,No,No,No,Ocean coastlines and lake shorelines,No,No
4302,"Pixel produced, but most probably cloudy",Decreasing quality (0011),High,No,No,No,Ocean coastlines and lake shorelines,No,No
4305,"VI produced, but check other QA",Decreasing quality (0100),High,No,No,No,Ocean coastlines and lake shorelines,No,No
4306,"Pixel produced, but most probably cloudy",Decreasing quality (0100),High,No,No,No,Ocean coastlines and lake shorelines,No,No
4309,"VI produced, but check other QA",Decreasing quality (0101),High,No,No,No,Ocean coastlines and lake shorelines,No,No
4310,"Pixel produced, but most probably cloudy",Decreasing quality (0101),High,No,No,No,Ocean coastlines and lake shorelines,No,No
4351,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,High,No,No,No,Ocean coastlines and lake shorelines,No,No
4365,"VI produced, but check other QA",Decreasing quality (0011),Climatology,Yes,No,No,Ocean coastlines and lake shorelines,No,No
4366,"Pixel produced, but most probably cloudy",Decreasing quality (0011),Climatology,Yes,No,No,Ocean coastlines and lake shorelines,No,No
4369,"VI produced, but check other QA",Decreasing quality (0100),Climatology,Yes,No,No,Ocean coastlines and lake shorelines,No,No
4370,"Pixel produced, but most probably cloudy",Decreasing quality (0100),Climatology,Yes,No,No,Ocean coastlines and lake shorelines,No,No
4373,"VI produced, but check other QA",Decreasing quality (0101),Climatology,Yes,No,No,Ocean coastlines and lake shorelines,No,No
4374,"Pixel produced, but most probably cloudy",Decreasing quality (0101),Climatology,Yes,No,No,Ocean coastlines and lake shorelines,No,No
4415,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Climatology,Yes,No,No,Ocean coastlines and lake shorelines,No,No
5142,"Pixel produced, but most probably cloudy",Decreasing quality (0101),Climatology,No,No,Yes,Ocean coastlines and lake shorelines,No,No
5146,"Pixel produced, but most probably cloudy",Decreasing quality (0110),Climatology,No,No,Yes,Ocean coastlines and lake shorelines,No,No
5150,"Pixel produced, but most probably cloudy",Decreasing quality (0111),Climatology,No,No,Yes,Ocean coastlines and lake shorelines,No,No
5183,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Climatology,No,No,Yes,Ocean coastlines and lake shorelines,No,No
5198,"Pixel produced, but most probably cloudy",Decreasing quality (0011),Low,No,No,Yes,Ocean coastlines and lake shorelines,No,No
5202,"Pixel produced, but most probably cloudy",Decreasing quality (0100),Low,No,No,Yes,Ocean coastlines and lake shorelines,No,No
5206,"Pixel produced, but most probably cloudy",Decreasing quality (0101),Low,No,No,Yes,Ocean coastlines and lake shorelines,No,No
5247,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Low,No,No,Yes,Ocean coastlines and lake shorelines,No,No
5266,"Pixel produced, but most probably cloudy",Decreasing quality (0100),Average,No,No,Yes,Ocean coastlines and lake shorelines,No,No
5270,"Pixel produced, but most probably cloudy",Decreasing quality (0101),Average,No,No,Yes,Ocean coastlines and lake shorelines,No,No
5274,"Pixel produced, but most probably cloudy",Decreasing quality (0110),Average,No,No,Yes,Ocean coastlines and lake shorelines,No,No
5311,Pixel not produced due to other reasons than clouds,Not useful for any other reason/not processed,Average,No,No,Yes,Ocean coastlines and lake shorelines,No,No
